Order,Family,Genus,species,SCS,haploid
Odonata,Libellulidae,Tramea,Tramea virginia,XO,13
Odonata,Libellulidae,Trithemis,Trithemis annulata,XO,13
Odonata,Libellulidae,Trithemis,Trithemis arteriosa,XO,13
Odonata,Libellulidae,Trithemis,Trithemis atra,XO,13
Odonata,Libellulidae,Trithemis,Trithemis aurora,XO,13
Odonata,Libellulidae,Trithemis,Trithemis dorsalis,XO,13
Odonata,Libellulidae,Trithemis,Trithemis festiva,XO,13
Odonata,Libellulidae,Trithemis,Trithemis furva,XO,13
Odonata,Libellulidae,Trithemis,Trithemis imitata,XO,13
Odonata,Libellulidae,Trithemis,Trithemis kirbyi,XO,13
Odonata,Libellulidae,Trithemis,Trithemis pallidinervis,XO,13
Odonata,Libellulidae,Trithemis,Trithemis werneri,XO,13
Odonata,Libellulidae,Uracis,Uracis imbuta,XO,13
Odonata,Libellulidae,Uracis,Uracis ovipositrix,XO,13
Odonata,Libellulidae,Urothemis,Urothemis edwardsi,XO,13
Odonata,Libellulidae,Urothemis,Urothemis signata,XO,13
Odonata,Libellulidae,Zenithoptera,Zenithoptera fasciata,XO,13
Odonata,Libellulidae,Zenithoptera,Zenithoptera lanei,XO,13
Odonata,Libellulidae,Zenithoptera,Zenithoptera viola,XO,13
Odonata,Libellulidae,Zygonyx,Zygonyx iris,XO,12
Odonata,Libellulidae,Zygonyx,Zygonyx torrida,XO,13
Odonata,Libellulidae,Zyxomma,Zyxomma petiolatum,XO,13
Odonata,Chlorogomphidae,Watanabeopetalia,Watanabeopetalia atkinsoni,XO,13
Odonata,Cordulegastridae,Anotogaster,Anotogaster basalis,XO,12
Odonata,Cordulegastridae,Anotogaster,Anotogaster kuchenbeiseri,XO,13
Odonata,Cordulegastridae,Anotogaster,Anotogaster sieboldii,XO,13
Odonata,Cordulegastridae,Cordulegaster,Cordulegaster boltonii,XO,13
Odonata,Cordulegastridae,Cordulegaster,Cordulegaster brevistigma,XO,13
Odonata,Cordulegastridae,Cordulegaster,Cordulegaster diastatops,XO,13
Odonata,Cordulegastridae,Cordulegaster,Cordulegaster dorsalis,XO,13
Odonata,Cordulegastridae,Cordulegaster,Cordulegaster maculata,XO,13
Odonata,Cordulegastridae,Neallogaster,Neallogaster hermionae,XO,13
Odonata,Lestidae,Austrolestes,Austrolestes colensonis,XO,13
Odonata,Lestidae,Chalcolestes,Chalcolestes viridis,XO,13
Odonata,Lestidae,Indolestes,Indolestes cyaneus,XO,13
Odonata,Lestidae,Lestes,Lestes barbarus,XO,13
Odonata,Lestidae,Lestes,Lestes congener,XO,13
Odonata,Lestidae,Lestes,Lestes disjunctus,XO,13
Odonata,Lestidae,Lestes,Lestes dorothea,XO,13
Odonata,Lestidae,Lestes,Lestes dryas,XO,13
Odonata,Lestidae,Lestes,Lestes forcipatus,XO,11
Odonata,Lestidae,Lestes,Lestes forficula,XO,13
Odonata,Lestidae,Lestes,Lestes paulistus,XO,13
Odonata,Lestidae,Lestes,Lestes rectangularis,XO,13
Odonata,Lestidae,Lestes,Lestes simulatrix,XO,13
Odonata,Lestidae,Lestes,Lestes sponsa,XO,13
Odonata,Lestidae,Lestes,Lestes stultus,XO,13
Odonata,Lestidae,Lestes,Lestes vidua,XO,13
Odonata,Lestidae,Lestes,Lestes vigilax,XO,10
Odonata,Lestidae,Lestes,Lestes virens,XO,13
Odonata,Lestidae,Sympecma,Sympecma fusca,XO,13
Odonata,Lestidae,Sympecma,Sympecma paedisca,XO,13
Odonata,Synlestidae,Megalestes,Megalestes major,XO,13
Odonata,Platystictidae,Drepanosticta,Drepanosticta sp.,XO,13
Odonata,Platystictidae,Drepanosticta,Drepanosticta sp.,XO,13
Odonata,Platystictidae,Palaemnema,Palaemnema paulina,XO,13
Odonata,Platystictidae,Protosticta,Protosticta sp.,XO,13
Odonata,Calopterygidae,Atrocalopteryx,Atrocalopteryx atrata,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx aequabilis,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx cornelia,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx dimidiata,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx japonica,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx maculata,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx splendens,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx virgo,XO,13
Odonata,Calopterygidae,Calopteryx,Calopteryx virgo,XO,14
Odonata,Calopterygidae,Hetaerina,Hetaerina americana,XO,13
Odonata,Calopterygidae,Hetaerina,Hetaerina charca,XO,13
Odonata,Calopterygidae,Hetaerina,Hetaerina longipes,XO,13
Odonata,Calopterygidae,Hetaerina,Hetaerina rosea,XO,14
Odonata,Calopterygidae,Hetaerina,Hetaerina rosea,XO,13
Odonata,Calopterygidae,Hetaerina,Hetaerina sanguinea,XO,13
Odonata,Calopterygidae,Hetaerina,Hetaerina titia,XO,13
Odonata,Calopterygidae,Hetaerina,Hetaerina vulnerata,XO,13
Odonata,Calopterygidae,Matrona,Matrona basilaris,XO,13
Odonata,Calopterygidae,Mnais,Mnais costalis,XO,13
Odonata,Calopterygidae,Mnais,Mnais pruinosa,XO,13
Odonata,Calopterygidae,Neurobasis,Neurobasis chinensis,XO,12
Odonata,Calopterygidae,Neurobasis,Neurobasis chinensis,XO,13
Odonata,Calopterygidae,Phaon,Phaon iridipennis,XO,13
Odonata,Chlorocyphidae,Aristocypha,Aristocypha fenestrella ,XO,12
Odonata,Chlorocyphidae,Aristocypha,Aristocypha quadrimaculata,XO,12
Odonata,Chlorocyphidae,Aristocypha,Aristocypha trifasciata,XO,12
Odonata,Chlorocyphidae,Heliocypha,Heliocypha biforata,XO,12
Odonata,Chlorocyphidae,Heliocypha,Heliocypha biseriata,XO,12
Odonata,Chlorocyphidae,Libellago,Libellago lineata,XO,12
Odonata,Chlorocyphidae,Libellago,Libellago lineata,XO,13
Odonata,Chlorocyphidae,Paracypha,Paracypha unimaculata,XO,12
Odonata,Chlorocyphidae,Rhinocypha,Rhinocypha colorata,XO,12
Odonata,Chlorocyphidae,Rhinocypha,Rhinocypha colorata,XO,13
Odonata,Chlorocyphidae,Vestalis,Vestalis gracilis,XO,13
Odonata,Polythoridae,Cora,Cora irene,XO,12
Odonata,Polythoridae,Polythore,Polythore boliviana,XO,12
Odonata,Euphaeidae,Anisopleura,Anisopleura comes,XO,13
Odonata,Euphaeidae,Bayadera,Bayadera indica,XO,13
Odonata,Euphaeidae,Euphaea,Euphaea guerini,XO,13
Odonata,Euphaeidae,Epallage,Epallage fatime,XO,13
Odonata,Megapodagrionidae,Allopodagrion,Allopodagrion contortum,XO,13
Odonata,Megapodagrionidae,Teinopodagrion,Teinopodagrion macropus,XO,13
Odonata,Megapodagrionidae,Teinopodagrion,Teinopodagrion setigerum,XO,13
Odonata,Heteragrionidae,Heteragrion,Heteragrion flavidorsum,XO,13
Odonata,Heteragrionidae,Heteragrion,Heteragrion inca,XO,13
Odonata,Philogeniidae,Philogenia,Philogenia carrillica,XO,13
Odonata,Hypolestidae,Hypolestes,Hypolestes clara,XO,9
Odonata,Platycnemididae,Calicnemia,Calicnemia miniata,XO,13
Odonata,Platycnemididae,Calicnemia,Calicnemia pulverulans,XO,13
Odonata,Platycnemididae,Calicnemia,Calicnemia sp.,XO,13
Odonata,Platycnemididae,Calicnemia,Calicnemia sp.,XO,13
Odonata,Platycnemididae,Coeliccia,Coeliccia chromothorax,XO,13
Odonata,Platycnemididae,Coeliccia,Coeliccia bimaculata,XO,13
Odonata,Platycnemididae,Coeliccia,Coeliccia didyma,XO,13
Odonata,Platycnemididae,Coeliccia,Coeliccia fraseri,XO,13
Odonata,Platycnemididae,Coeliccia,Coeliccia renifera,XO,13
Odonata,Platycnemididae,Copera,Copera annulata,XO,13
Odonata,Platycnemididae,Copera,Copera marginipes,XO,13
Odonata,Platycnemididae,Copera,Copera vittata,XO,13
Odonata,Platycnemididae,Disparoneura,Disparoneura quadrimaculata,XO,13
Odonata,Platycnemididae,Esme,Esme cyaneovittata,XO,13
Odonata,Platycnemididae,Esme,Esme longistyla,XO,13
Odonata,Platycnemididae,Onychargia,Onychargia atrocyana,XO,13
Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,XO,13
Odonata,Platycnemididae,Prodasineura,Prodasineura autumnalis,XO,13
Odonata,Platycnemididae,Prodasineura,Prodasineura nigra,XO,13
Odonata,Platycnemididae,Prodasineura,Prodasineura verticalis,XO,13
Odonata,Platycnemididae,Prodasineura,Prodasineura sp.1,XO,13
Odonata,Platycnemididae,Prodasineura,Prodasineura sp.2,XO,13
Odonata,Coenagrionidae,Acanthagrion,Acanthagrion ascendens,XO,14
Odonata,Coenagrionidae,Acanthagrion,Acanthagrion chacoense,XO,14
Odonata,Coenagrionidae,Acanthagrion,Acanthagrion gracile,XO,14
Odonata,Coenagrionidae,Aeolagrion,Aeolagrion inca,XO,14
Odonata,Coenagrionidae,Agriocnemis,Agriocnemis clauseni,XO,14
Odonata,Coenagrionidae,Agriocnemis,Agriocnemis femina,XO,14
Odonata,Coenagrionidae,Agriocnemis,Agriocnemis pygmaea,XO,14
Odonata,Coenagrionidae,Amphiagrion,Amphiagrion abbreviatum,XO,14
Odonata,Coenagrionidae,Amphiallagma,Amphiallagma parvum,XO,14
Odonata,Coenagrionidae,Argia,Argia apicalis,XO,19
Odonata,Coenagrionidae,Argia,Argia fumipennis,XO,14
Odonata,Coenagrionidae,Argia,Argia funebris,XO,14
Odonata,Coenagrionidae,Argia,Argia immunda,XO,14
Odonata,Coenagrionidae,Argia,Argia moesta,XO,13
Odonata,Coenagrionidae,Argia,Argia nahuana,XO,13
Odonata,Coenagrionidae,Argia,Argia sedula,XO,14
Odonata,Coenagrionidae,Argia,Argia tibialis,XO,19
Odonata,Coenagrionidae,Argia,Argia translata ,XO,13
Odonata,Coenagrionidae,Argia,Argia violacea,XO,14
Odonata,Coenagrionidae,Argia,Argia vivida,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion auranticum,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion azureum,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion cerinomelas,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion cerinorubellum,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion coromandelianum,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion fallax,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion glabrum,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion rubiae,XO,14
Odonata,Coenagrionidae,Ceriagrion,Ceriagrion tenellum,XO,14
Odonata,Coenagrionidae,Chromagrion,Chromagrion conditum,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion armatum,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion hastulatum,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion hylas,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion lunulatum,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion pulchellum,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion puella,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion resolutum,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion sp.,XO,14
Odonata,Coenagrionidae,Diceratobasis,Diceratobasis macrogaster,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma aspersum,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma boreale,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma carunculatum,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma circulatum,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma civile,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma cyathigerum,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma cyathigerum,XO,15
Odonata,Coenagrionidae,Enallagma,Enallagma ebrium,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma praevarum,XO,14
Odonata,Coenagrionidae,Erythromma,Erythromma lindenii,XO,14
Odonata,Coenagrionidae,Erythromma,Erythromma najas,XO,14
Odonata,Coenagrionidae,Homeoura,Homeoura chelifera,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura aurora,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura capreola,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura cervula,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura denticollis,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura elegans,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura fluviatilis,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura forcipata,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura nursei,XO,13
Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura perparva,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura ramburii,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura rufostigma,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura senegalensis,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura verticalis,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura ultima,XO,14
Odonata,Coenagrionidae,Mecistogaster,Mecistogaster. sp. 1,XO,15
Odonata,Coenagrionidae,Megalagrion,Megalagrion oahuense,XO,14
Odonata,Coenagrionidae,Mortonagrion,Mortonagrion selenion,XO,14
Odonata,Coenagrionidae,Nehalennia,Nehalennia irene,XO,14
Odonata,Coenagrionidae,Oxyagrion,Oxyagrion hempeli,XO,14
Odonata,Coenagrionidae,Oxyagrion,Oxyagrion terminale,XO,14
Odonata,Coenagrionidae,Paracercion,Paracercion hieroglyphicum,XO,14
Odonata,Coenagrionidae,Paracercion,Paracercion malayanum,XO,14
Odonata,Coenagrionidae,Proischnura,Proischnura subfurcata,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion acaciae,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion australasiae,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion decorum,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion kersteni,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion microcephalum,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion pruinosum,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion rubriceps,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion salisburyense,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion spencei,XO,14
Odonata,Coenagrionidae,Pseudagrion,Pseudagrion whellani,XO,13
Odonata,Coenagrionidae,Telebasis,Telebasis carmesina,XO,14
Odonata,Coenagrionidae,Tigriagrion,Tigriagrion aurantinigrum,XO,14
Odonata,Coenagrionidae,Xanthocnemis,Xanthocnemis zealandica,XO,14
Odonata,Coenagrionidae,Zoniagrion,Zoniagrion exclamationis,XO,14
Odonata,Protoneuridae,Caconeura,Caconeura autumnalis,XO,13
Odonata,Protoneuridae,Epipleoneura,Epipleoneura sp.,XO,14
Odonata,Protoneuridae,Protoneura,Protoneura rubriventris,XO,14
Odonata,Aeshnidae,Aeshna,Aeshna cf. unicolor,XO,14
Odonata,Aeshnidae,Gynacantha,Gynacantha milliardi,XO,13
Odonata,Aeshnidae,Gynacantha,Gynacantha milliardi,XO,14
Odonata,Aeshnidae ,Remartinia,Remartinia luteipennis ,XO,14
Odonata,Calopterygidae,Mnais,Mnais strigata,XO,13
Odonata,Chlorocyphidae,Rhinocypha,Rhinocypha unimaculata,XO,12
Odonata,Coenagrionidae,Ceratura,Ceratura capreola,XO,14
Odonata,Coenagrionidae,Coenagrion,Coenagrion sp.,XO,14
Odonata,Coenagrionidae,Enallagma,Enallagma cheliferum,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura cf. ultima,XO,14
Odonata,Coenagrionidae,Ischnura,Ischnura inarmata,XO,14
Odonata,Coenagrionidae,Neogomphus,Neogomphus modestus,XO,12
Odonata,Coenagrionidae,Neoneura,Neoneura rubriventris,XO,14
Odonata,Coenagrionidae ,Paracercion,Paracercion calamorum,XO,14
Odonata,Corduliidae,Epitheca,Epitheca princeps,XO,13
Odonata,Gomphidae,Davidius,Davidius zallorensis,XO,12
Odonata,Gomphidae,Gomphoides,Gomphoides sp.,XO,12
Odonata,Gomphidae,Phyllocycla,Phyllocycla sp.,XO,12
Odonata,Gomphidae ,Erpetogomphus,Erpetogomphus eutainia,XO,12
Odonata,Gomphidae ,Gomphus,Gomphus graslinii,XO,12
Odonata,Gomphidae ,Ophiogomphus,Ophiogomphus serpentinus,XO,12
Odonata,Gomphidae ,Phanogomphus,Phanogomphus exilis,XO,12
Odonata,Gomphidae ,Phanogomphus,Phanogomphus kurilis,XO,12
Odonata,Libellulidae,Cannacria,Cannacria elisa,XO,13
Odonata,Libellulidae,Cannacria,Cannacria fasciata,XO,13
Odonata,Libellulidae,Erythrodiplax,Erythrodiplax atroterminata,XO,7
Odonata,Libellulidae,Erythrodiplax,Erythrodiplax pallida,XO,13
Odonata,Libellulidae,Macrothemis,Macrothemis sp.,XO,13
Odonata,Libellulidae,Micrathyria,Micrathyria cf. eximia,XO,11
Odonata,Libellulidae,Micrathyria,Micrathyria hypodidyma,XO,13
Odonata,Libellulidae,Micrathyria,Micrathyria sp.,XO,12
Odonata,Libellulidae,Orthetrum,Orthetrum iuzonicum,XO,12
Odonata,Libellulidae,Palpopleura,Palpopleura portia,XO,13
Odonata,Libellulidae,Perithemis,Perithemis sp.,XO,13
Odonata,Libellulidae,Sympetrum,Sympetrum illotum,XO,13
Odonata,Libellulidae,Trithemis,Trithemis grouti,XO,13
Odonata,Petaluridae,Tanypteryx,Tanypteryx pryeri,XO,9
Odonata,Platycnemididae,Elattoneura,Elattoneura atkinsoni,XO,13
Odonata,Platycnemididae ,Igneocnemis,Igneocnemis incisa,XO,13
Odonata,Platycnemididae ,Pseudocopera,Pseudocopera annulata,XO,13
Odonata,Protoneuridae,Epipleoneura,Epipleoneura sp.,XO,14
Odonata,Pseudostigmatidae,Mecistogaster,Mecistogaster sp. 1,XO,15
Odonata,Aeshnidae,Gynacantha,Gynacantha hyalina,XX*,14
Odonata,Gomphidae,Ophiogomphus,Ophiogomphus cecilia,XX*,12
Odonata,Corduliidae,Somatochlora,Somatochlora metallica,XX*,13
Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,XX*,13
Odonata,Libellulidae,Leucorrhinia,Leucorrhinia pectoralis,XX*,13
Odonata,Coenagrionidae,Argia,Argia funebris,XX*,14
Odonata,Coenagrionidae,Nehalennia,Nehalennia speciosa,XX*,14
Odonata,Coenagrionidae,Pyrrhosoma,Pyrrhosoma nymphula,XX*,14
Odonata,Libellulidae,Micrathyria,Micrathyria ungulata,XXY,11
Odonata,Aeshnidae,Aeshna,Aeshna caerulea,XY,12
Odonata,Aeshnidae,Aeshna,Aeshna grandis,XY,13
Odonata,Aeshnidae,Aeshna,Aeshna juncea,XY,13
Odonata,Aeshnidae,Aeshna,Aeshna serrata,XY,13
Odonata,Aeshnidae,Aeshna,Aeshna viridis,XY,13
Odonata,Aeshnidae,Anax,Anax ephippiger,XY,7
Odonata,Aeshnidae,Caliaeschna,Caliaeschna microstigma,XY,8
Odonata,Aeshnidae,Gynacantha,Gynacantha interioris,XY,13
Odonata,Aeshnidae,Rhionaeschna,Rhionaeschna bonariensis,XY,13
Odonata,Aeshnidae,Rhionaeschna,Rhionaeschna planaltica,XY,8
Odonata,Gomphidae,Nychogomphus,Nychogomphus duaricus,XY,11
Odonata,Gomphidae,Onychogomphus,Onychogomphus forcipatus,XY,11
Odonata,Gomphidae,Onychogomphus,Onychogomphus saundersi,XY,11
Odonata,Gomphidae,Stylurus,Stylurus townesi,XY,11
Odonata,Corduliidae,Dorocordulia,Dorocordulia libera,XY,7
Odonata,Libellulidae,Crocothemis,Crocothemis servilia,XY,12
Odonata,Libellulidae,Elasmothemis,Elasmothemis williamsoni,XY,11
Odonata,Libellulidae,Erythrodiplax,Erythrodiplax media,XY,11
Odonata,Libellulidae,Erythrodiplax,Erythrodiplax minuscula,XY,11
Odonata,Libellulidae,Macrothemis,Macrothemis hemichlora,XY,3
Odonata,Libellulidae,Micrathyria,Micrathyria longifasciata,XY,12
Odonata,Libellulidae,Neurothemis,Neurothemis tullia,XY,14
Odonata,Libellulidae,Orthemis,Orthemis aequilibris ,XY,6
Odonata,Libellulidae,Orthemis,Orthemis ambinigra,XY,6
Odonata,Libellulidae,Orthemis,Orthemis ferruginea,XY,5
Odonata,Libellulidae,Orthemis,Orthemis levis,XY,3
Odonata,Libellulidae,Orthemis,Orthemis levis,XY,4
Odonata,Libellulidae,Pseudothemis,Pseudothemis zonata,XY,12
Odonata,Coenagrionidae,Leptagrion,Leptagrion macrurum,XY,15
Odonata,Coenagrionidae,Mecistogaster,Mecistogaster sp. 2,XY,6
Odonata,Aeshnidae,Rhionaeschna,Rhionaeschna sp.,XY,13
Odonata,Aeshnidae,Rhionaeschna,Rhionaeschna cornigera,XY,8
Odonata,Corduliidae,Corduliochlora,Corduliochlora borisi,XY,10
Odonata,Libellulidae,Erythrodiplax,Erythrodiplax media,XY,11
Odonata,Pseudostigmatidae,Mecistogaster,Mecistogaster sp. 2,XY,6
