Family,Genus,Species,species,haploid
Brassicaceae,Berteroa,orbiculata,Berteroa_orbiculata,8
Brassicaceae,Berteroella,maximowiczii,Berteroella_maximowiczii,15
Brassicaceae,Biscutella,alpestris,Biscutella_alpestris,9
Brassicaceae,Biscutella,apuana,Biscutella_apuana,9
Brassicaceae,Biscutella,apula,Biscutella_apula,8
Brassicaceae,Biscutella,arvensis,Biscutella_arvensis,9
Brassicaceae,Biscutella,arvernensis,Biscutella_arvernensis,9
Brassicaceae,Biscutella,auriculata,Biscutella_auriculata,8
Brassicaceae,Biscutella,baetica,Biscutella_baetica,8
Brassicaceae,Biscutella,brevicaulis,Biscutella_brevicaulis,9
Brassicaceae,Biscutella,brevifolia,Biscutella_brevifolia,9
Brassicaceae,Biscutella,cichoriifolia,Biscutella_cichoriifolia,8
Brassicaceae,Biscutella,ciliata,Biscutella_ciliata,8
Brassicaceae,Biscutella,columnae,Biscutella_columnae,8
Brassicaceae,Biscutella,controversa,Biscutella_controversa,9
Brassicaceae,Biscutella,coronopifolia,Biscutella_coronopifolia,9
Brassicaceae,Biscutella,dedyma,Biscutella_dedyma,8
Brassicaceae,Biscutella,depressa,Biscutella_depressa,8
Brassicaceae,Biscutella,didyma,Biscutella_didyma,8
Brassicaceae,Biscutella,didyma subsp. apula,Biscutella_didyma subsp. apula,8
Brassicaceae,Biscutella,divionensis,Biscutella_divionensis,9
Brassicaceae,Biscutella,ebusitana,Biscutella_ebusitana,9
Brassicaceae,Biscutella,eriocarpa,Biscutella_eriocarpa,8
Brassicaceae,Biscutella,foliosa,Biscutella_foliosa,18
Brassicaceae,Biscutella,frutescens,Biscutella_frutescens,9
Brassicaceae,Biscutella,glacialis,Biscutella_glacialis,9
Brassicaceae,Biscutella,gredensis,Biscutella_gredensis,9
Brassicaceae,Biscutella,incana,Biscutella_incana,9
Brassicaceae,Biscutella,intermedia,Biscutella_intermedia,9
Brassicaceae,Biscutella,laevigata,Biscutella_laevigata,18
Brassicaceae,Biscutella,laevigata L.,Biscutella_laevigata l.,9
Brassicaceae,Biscutella,laevigata subsp. australis,Biscutella_laevigata subsp. australis,18
Brassicaceae,Biscutella,laevigata subsp. austriaca,Biscutella_laevigata subsp. austriaca,9
Brassicaceae,Biscutella,laevigata subsp. hispidissima,Biscutella_laevigata subsp. hispidissima,18
Brassicaceae,Biscutella,laevigata subsp. kerneri,Biscutella_laevigata subsp. kerneri,9
Brassicaceae,Biscutella,laevigata subsp. varia,Biscutella_laevigata subsp. varia,9
Brassicaceae,Biscutella,lamottei,Biscutella_lamottei,9
Brassicaceae,Biscutella,lamottii,Biscutella_lamottii,9
Brassicaceae,Biscutella,leiocarpa,Biscutella_leiocarpa,8
Brassicaceae,Biscutella,leptophylla,Biscutella_leptophylla,14
Brassicaceae,Biscutella,longifolia,Biscutella_longifolia,9
Brassicaceae,Biscutella,lusitanica,Biscutella_lusitanica,27
Brassicaceae,Biscutella,lyrata,Biscutella_lyrata,8
Brassicaceae,Biscutella,maritima,Biscutella_maritima,8
Brassicaceae,Biscutella,mediterranea,Biscutella_mediterranea,9
Brassicaceae,Biscutella,megacarpaea,Biscutella_megacarpaea,27
Brassicaceae,Biscutella,microcarpa,Biscutella_microcarpa,6
Brassicaceae,Biscutella,mollis,Biscutella_mollis,9
Brassicaceae,Biscutella,neustriaca,Biscutella_neustriaca,9
Brassicaceae,Biscutella,pichiana,Biscutella_pichiana,9
Brassicaceae,Biscutella,prealpina,Biscutella_prealpina,9
Brassicaceae,Biscutella,radicata,Biscutella_radicata,8
Brassicaceae,Biscutella,raphanifolia,Biscutella_raphanifolia,8
Brassicaceae,Biscutella,rosularis,Biscutella_rosularis,9
Brassicaceae,Biscutella,rotgesii,Biscutella_rotgesii,9
Brassicaceae,Biscutella,scaposa,Biscutella_scaposa,9
Brassicaceae,Biscutella,sclerocarpa,Biscutella_sclerocarpa,9
Brassicaceae,Biscutella,sempervirens,Biscutella_sempervirens,9
Brassicaceae,Biscutella,sempervirens subsp. vincentina,Biscutella_sempervirens subsp. vincentina,27
Brassicaceae,Biscutella,tirolensis,Biscutella_tirolensis,9
Brassicaceae,Biscutella,tomentosa,Biscutella_tomentosa,9
Brassicaceae,Biscutella,valentin,Biscutella_valentin,18
Brassicaceae,Biscutella,valentina,Biscutella_valentina,18
Brassicaceae,Biscutella,variegata,Biscutella_variegata,27
Brassicaceae,Biscutella,vicentina,Biscutella_vicentina,27
Brassicaceae,Blennodia,pterosperma,Blennodia_pterosperma,12
Brassicaceae,Boechera,boivinii,Boechera_boivinii,21
Brassicaceae,Boechera,breweri,Boechera_breweri,7
Brassicaceae,Boechera,canadensis,Boechera_canadensis,7
Brassicaceae,Boechera,cobrensis,Boechera_cobrensis,7
Brassicaceae,Boechera,collinsii,Boechera_collinsii,7
Brassicaceae,Boechera,columbiana,Boechera_columbiana,7
Brassicaceae,Boechera,constancei,Boechera_constancei,7
Brassicaceae,Boechera,crandallii,Boechera_crandallii,7
Brassicaceae,Boechera,depauperata,Boechera_depauperata,7
Brassicaceae,Boechera,divaricarpa,Boechera_divaricarpa,7
Brassicaceae,Boechera,drummondii,Boechera_drummondii,7
Brassicaceae,Boechera,exilis,Boechera_exilis,7
Brassicaceae,Boechera,falcata,Boechera_falcata,7
Brassicaceae,Boechera,fendleri,Boechera_fendleri,7
Brassicaceae,Boechera,formosa,Boechera_formosa,7
Brassicaceae,Boechera,glaucovalvula,Boechera_glaucovalvula,7
Brassicaceae,Boechera,gunnisoniana,Boechera_gunnisoniana,7
Brassicaceae,Boechera,holboellii,Boechera_holboellii,7
Brassicaceae,Boechera,holboellii var. collinsii,Boechera_holboellii var. collinsii,7
Brassicaceae,Boechera,holboellii var. holboellii,Boechera_holboellii var. holboellii,7
Brassicaceae,Boechera,holboellii var. pinetorum,Boechera_holboellii var. pinetorum,21
Brassicaceae,Boechera,holboellii var. secunda,Boechera_holboellii var. secunda,7
Brassicaceae,Boechera,koehleri,Boechera_koehleri,7
Brassicaceae,Boechera,laevigata,Boechera_laevigata,7
Brassicaceae,Boechera,lemmonii,Boechera_lemmonii,7
Brassicaceae,Boechera,lignifera,Boechera_lignifera,7
Brassicaceae,Boechera,lincolnensis,Boechera_lincolnensis,7
Brassicaceae,Boechera,lyallii,Boechera_lyallii,21
Brassicaceae,Boechera,microphylla,Boechera_microphylla,7
Brassicaceae,Boechera,nuttallii,Boechera_nuttallii,16
Brassicaceae,Boechera,parishii,Boechera_parishii,7
Brassicaceae,Boechera,pendulina,Boechera_pendulina,7
Brassicaceae,Boechera,pendulocarpa,Boechera_pendulocarpa,7
Brassicaceae,Boechera,perennans,Boechera_perennans,7
Brassicaceae,Boechera,perstellata,Boechera_perstellata,7
Brassicaceae,Boechera,pinetorum,Boechera_pinetorum,21
Brassicaceae,Boechera,platysperma,Boechera_platysperma,7
Brassicaceae,Boechera,puberula,Boechera_puberula,7
Brassicaceae,Boechera,pulchra,Boechera_pulchra,7
Brassicaceae,Boechera,repanda,Boechera_repanda,7
Brassicaceae,Boechera,retrofracta,Boechera_retrofracta,7
Brassicaceae,Boechera,schistacea,Boechera_schistacea,7
Brassicaceae,Boechera,serotina,Boechera_serotina,7
Brassicaceae,Boechera,shortii,Boechera_shortii,6
Brassicaceae,Boechera,sparsiflora,Boechera_sparsiflora,11
Brassicaceae,Boechera,sparsilora,Boechera_sparsilora,11
Brassicaceae,Boechera,spatifolia,Boechera_spatifolia,7
Brassicaceae,Boechera,stricta,Boechera_stricta,7
Brassicaceae,Boechera,subpinnatifida,Boechera_subpinnatifida,7
Brassicaceae,Boechera,turczaninovii,Boechera_turczaninovii,7
Brassicaceae,Boechera,turczaninowii,Boechera_turczaninowii,7
Brassicaceae,Boechera,williamsii,Boechera_williamsii,14
Brassicaceae,Boleum,aspera,Boleum_aspera,51
Brassicaceae,Boleum,asperum,Boleum_asperum,51
Brassicaceae,Boreava,aptera,Boreava_aptera,7
Brassicaceae,Boreava,orientalis,Boreava_orientalis,7
Brassicaceae,Bornmuellera,baldacci,Bornmuellera_baldacci,8
Brassicaceae,Bornmuellera,baldaccii,Bornmuellera_baldaccii,8
Brassicaceae,Bornmuellera,tymphaea,Bornmuellera_tymphaea,8
Brassicaceae,Borodinia,baicalensis,Borodinia_baicalensis,7
Brassicaceae,Borodinia,macrophylla,Borodinia_macrophylla,7
Brassicaceae,Brassica,Brassica napus,Brassica_brassica napus,19
Brassicaceae,Brassica,Brassica nigra,Brassica_brassica nigra,8
Brassicaceae,Brassica,Brassica oleracea,Brassica_brassica oleracea,9
Brassicaceae,Brassica,Brassica rapa,Brassica_brassica rapa,10
Brassicaceae,Brassica,Brassica tournefortii,Brassica_brassica tournefortii,10
Brassicaceae,Brassica,alba,Brassica_alba,12
Brassicaceae,Brassica,alboglabra,Brassica_alboglabra,9
Brassicaceae,Brassica,amplexicaulis,Brassica_amplexicaulis,11
Brassicaceae,Brassica,aucheri,Brassica_aucheri,7
Brassicaceae,Brassica,balearica,Brassica_balearica,16
Brassicaceae,Brassica,barrelieri,Brassica_barrelieri,10
Brassicaceae,Brassica,blancoana,Brassica_blancoana,10
Brassicaceae,Brassica,bourgeaui,Brassica_bourgeaui,9
Brassicaceae,Brassica,campestris,Brassica_campestris,10
Brassicaceae,Brassica,cantabrica,Brassica_cantabrica,10
Brassicaceae,Brassica,capitata,Brassica_capitata,9
Brassicaceae,Brassica,carinata,Brassica_carinata,17
Brassicaceae,Brassica,caulorapa,Brassica_caulorapa,9
Brassicaceae,Brassica,cernua,Brassica_cernua,18
Brassicaceae,Brassica,chinensis,Brassica_chinensis,10
Brassicaceae,Brassica,cossoniana,Brassica_cossoniana,16
Brassicaceae,Brassica,cretica,Brassica_cretica,9
Brassicaceae,Brassica,cretica subsp. aegaea,Brassica_cretica subsp. aegaea,9
Brassicaceae,Brassica,deflexa,Brassica_deflexa,7
Brassicaceae,Brassica,deflexa subsp. leptocarpa,Brassica_deflexa subsp. leptocarpa,7
Brassicaceae,Brassica,desnottesii,Brassica_desnottesii,10
Brassicaceae,Brassica,drepanensis,Brassica_drepanensis,9
Brassicaceae,Brassica,dubiosa,Brassica_dubiosa,10
Brassicaceae,Brassica,elongata,Brassica_elongata,11
Brassicaceae,Brassica,elongata EHRH.,Brassica_elongata ehrh.,11
Brassicaceae,Brassica,fruticulosa,Brassica_fruticulosa,8
Brassicaceae,Brassica,fruticulosa subsp. cossoniana,Brassica_fruticulosa subsp. cossoniana,16
Brassicaceae,Brassica,fruticulosa subsp. glaberrima,Brassica_fruticulosa subsp. glaberrima,16
Brassicaceae,Brassica,fruticulosa subsp. mauritanica,Brassica_fruticulosa subsp. mauritanica,16
Brassicaceae,Brassica,fruticulosa subsp. numidica,Brassica_fruticulosa subsp. numidica,16
Brassicaceae,Brassica,fruticulosa subsp. radicata,Brassica_fruticulosa subsp. radicata,16
Brassicaceae,Brassica,glabrescens,Brassica_glabrescens,10
Brassicaceae,Brassica,glauca,Brassica_glauca,10
Brassicaceae,Brassica,gravinae,Brassica_gravinae,10
Brassicaceae,Brassica,hilarionis,Brassica_hilarionis,9
Brassicaceae,Brassica,humilis,Brassica_humilis,10
Brassicaceae,Brassica,incana,Brassica_incana,9
Brassicaceae,Brassica,insularis,Brassica_insularis,9
Brassicaceae,Brassica,integrifolia,Brassica_integrifolia,18
Brassicaceae,Brassica,japonica,Brassica_japonica,10
Brassicaceae,Brassica,jordanovii,Brassica_jordanovii,11
Brassicaceae,Brassica,jordfanoffii,Brassica_jordfanoffii,11
Brassicaceae,Brassica,juncea,Brassica_juncea,18
Brassicaceae,Brassica,latisiliqua,Brassica_latisiliqua,10
Brassicaceae,Brassica,macrocarpa,Brassica_macrocarpa,9
Brassicaceae,Brassica,montana,Brassica_montana,9
Brassicaceae,Brassica,napa,Brassica_napa,19
Brassicaceae,Brassica,napella,Brassica_napella,19
Brassicaceae,Brassica,napobrassica,Brassica_napobrassica,19
Brassicaceae,Brassica,napus,Brassica_napus,19
Brassicaceae,Brassica,napus subsp. napobrassica,Brassica_napus subsp. napobrassica,19
Brassicaceae,Brassica,narinosa,Brassica_narinosa,10
Brassicaceae,Brassica,nigra,Brassica_nigra,8
Brassicaceae,Brassica,nivalis,Brassica_nivalis,10
Brassicaceae,Brassica,nivalis subsp. jordanoffii,Brassica_nivalis subsp. jordanoffii,11
Brassicaceae,Brassica,nudicaulis,Brassica_nudicaulis,10
Brassicaceae,Brassica,oleracea,Brassica_oleracea,9
Brassicaceae,Brassica,oleracea var. botrytis,Brassica_oleracea var. botrytis,9
Brassicaceae,Brassica,oleracea var. capitata,Brassica_oleracea var. capitata,9
Brassicaceae,Brassica,oleracea var. gemmifera,Brassica_oleracea var. gemmifera,9
Brassicaceae,Brassica,oleracea var. gongylodes,Brassica_oleracea var. gongylodes,9
Brassicaceae,Brassica,oleracea var. italica,Brassica_oleracea var. italica,9
Brassicaceae,Brassica,oleracea var. ramosa,Brassica_oleracea var. ramosa,18
Brassicaceae,Brassica,oleracea var. sabauda,Brassica_oleracea var. sabauda,9
Brassicaceae,Brassica,oleracea var. sabellica,Brassica_oleracea var. sabellica,9
Brassicaceae,Brassica,oleracea var. viridis,Brassica_oleracea var. viridis,9
Brassicaceae,Brassica,oxyrrhina,Brassica_oxyrrhina,9
Brassicaceae,Brassica,parachinensis,Brassica_parachinensis,10
Brassicaceae,Brassica,pekinensis,Brassica_pekinensis,10
Brassicaceae,Brassica,procumbens,Brassica_procumbens,9
Brassicaceae,Brassica,rapa,Brassica_rapa,10
Brassicaceae,Brassica,rapa subsp. chinensis,Brassica_rapa subsp. chinensis,10
Brassicaceae,Brassica,rapa subsp. dichotoma,Brassica_rapa subsp. dichotoma,10
Brassicaceae,Brassica,rapa subsp. japonica,Brassica_rapa subsp. japonica,10
Brassicaceae,Brassica,rapa subsp. narinosa,Brassica_rapa subsp. narinosa,10
Brassicaceae,Brassica,rapa subsp. nipposinica,Brassica_rapa subsp. nipposinica,10
Brassicaceae,Brassica,rapa subsp. oleifera,Brassica_rapa subsp. oleifera,10
Brassicaceae,Brassica,rapa subsp. pekinensis,Brassica_rapa subsp. pekinensis,10
Brassicaceae,Brassica,rapa subsp. rapa,Brassica_rapa subsp. rapa,10
Brassicaceae,Brassica,rapa subsp. trilocularis,Brassica_rapa subsp. trilocularis,10
Brassicaceae,Brassica,repanda,Brassica_repanda,10
Brassicaceae,Brassica,repanda subsp. africana,Brassica_repanda subsp. africana,10
Brassicaceae,Brassica,repanda subsp. almeriensis,Brassica_repanda subsp. almeriensis,10
Brassicaceae,Brassica,repanda subsp. blancoana,Brassica_repanda subsp. blancoana,10
Brassicaceae,Brassica,repanda subsp. cantabrica,Brassica_repanda subsp. cantabrica,10
Brassicaceae,Brassica,repanda subsp. confusa,Brassica_repanda subsp. confusa,10
Brassicaceae,Brassica,repanda subsp. glabrescens,Brassica_repanda subsp. glabrescens,10
Brassicaceae,Brassica,repanda subsp. latisiliqua,Brassica_repanda subsp. latisiliqua,10
Brassicaceae,Brassica,repanda subsp. maritima,Brassica_repanda subsp. maritima,10
Brassicaceae,Brassica,repanda subsp. saxatilis,Brassica_repanda subsp. saxatilis,10
Brassicaceae,Brassica,repauda,Brassica_repauda,10
Brassicaceae,Brassica,robertiana,Brassica_robertiana,9
Brassicaceae,Brassica,rugosa,Brassica_rugosa,19
Brassicaceae,Brassica,rupestris,Brassica_rupestris,9
Brassicaceae,Brassica,souliei,Brassica_souliei,11
Brassicaceae,Brassica,souliei subsp. amplexicaulis,Brassica_souliei subsp. amplexicaulis,11
Brassicaceae,Brassica,spinescens,Brassica_spinescens,8
Brassicaceae,Brassica,sylvestris,Brassica_sylvestris,9
Brassicaceae,Brassica,tinei,Brassica_tinei,9
Brassicaceae,Brassica,tournefortii,Brassica_tournefortii,10
Brassicaceae,Brassica,trilocularis,Brassica_trilocularis,10
Brassicaceae,Brassica,trilocularts,Brassica_trilocularts,10
Brassicaceae,Brassica,tyrrhena,Brassica_tyrrhena,9
Brassicaceae,Brassica,villosa,Brassica_villosa,9
Brassicaceae,Braya,aenea,Braya_aenea,14
Brassicaceae,Braya,alpina,Braya_alpina,21
Brassicaceae,Braya,arctica,Braya_arctica,21
Brassicaceae,Braya,fernaldii,Braya_fernaldii,28
Brassicaceae,Braya,glabella,Braya_glabella,28
Brassicaceae,Braya,humilis,Braya_humilis,21
Brassicaceae,Braya,intermedia,Braya_intermedia,35
Brassicaceae,Braya,linearis,Braya_linearis,21
Brassicaceae,Braya,longii,Braya_longii,28
Brassicaceae,Braya,novae-angliae,Braya_novae-angliae,28
Brassicaceae,Braya,pilosa,Braya_pilosa,14
Brassicaceae,Braya,purpurascens,Braya_purpurascens,28
Brassicaceae,Braya,rosea,Braya_rosea,21
Brassicaceae,Braya,siliquosa,Braya_siliquosa,21
Brassicaceae,Braya,thorild-wulffii,Braya_thorild-wulffii,14
Brassicaceae,Braya,thorild-wulfii,Braya_thorild-wulfii,14
Brassicaceae,Bunias,Bunias orientalis,Bunias_bunias orientalis,7
Brassicaceae,Bunias,erucago,Bunias_erucago,7
Brassicaceae,Bunias,orientalis,Bunias_orientalis,7
Brassicaceae,Bunias,orientalis L.,Bunias_orientalis l.,7
Brassicaceae,Cakile,Cakile maritima,Cakile_cakile maritima,9
Brassicaceae,Cakile,aegyptiaca,Cakile_aegyptiaca,9
Brassicaceae,Cakile,arabica,Cakile_arabica,9
Brassicaceae,Cakile,constricta,Cakile_constricta,9
Brassicaceae,Cakile,edentula,Cakile_edentula,9
Brassicaceae,Cakile,edentula subsp. edentula var. lacustris,Cakile_edentula subsp. edentula var. lacustris,9
Brassicaceae,Cakile,edentula subsp. harperi,Cakile_edentula subsp. harperi,9
Brassicaceae,Cakile,euxina,Cakile_euxina,9
Brassicaceae,Cakile,fusiformis,Cakile_fusiformis,9
Brassicaceae,Cakile,geniculata,Cakile_geniculata,9
Brassicaceae,Cakile,harperi,Cakile_harperi,9
Brassicaceae,Cakile,lanceolata,Cakile_lanceolata,9
Brassicaceae,Cakile,lanceolata subsp. fusiformis,Cakile_lanceolata subsp. fusiformis,9
Brassicaceae,Cakile,maritima,Cakile_maritima,9
Brassicaceae,Cakile,maritima SCOP.,Cakile_maritima scop.,9
Brassicaceae,Cakile,maritima subsp. baltica,Cakile_maritima subsp. baltica,9
Brassicaceae,Cakile,maritima subsp. euxina,Cakile_maritima subsp. euxina,9
Brassicaceae,Cakile,maritima subsp. islandica,Cakile_maritima subsp. islandica,9
Brassicaceae,Calepina,irregularis,Calepina_irregularis,14
Brassicaceae,Camelina,Camelina microcarpa,Camelina_camelina microcarpa,20
Brassicaceae,Camelina,Camelina sativa,Camelina_camelina sativa,20
Brassicaceae,Camelina,alyssum,Camelina_alyssum,20
Brassicaceae,Camelina,hispida,Camelina_hispida,7
Brassicaceae,Camelina,microcarpa,Camelina_microcarpa,20
Brassicaceae,Camelina,microcarpa ANDRZ.,Camelina_microcarpa andrz.,20
Brassicaceae,Camelina,neglecta,Camelina_neglecta,6
Brassicaceae,Camelina,parodii,Camelina_parodii,20
Brassicaceae,Camelina,rumelica,Camelina_rumelica,6
Brassicaceae,Camelina,rumelica VELEN.,Camelina_rumelica velen.,6
Brassicaceae,Camelina,saliva,Camelina_saliva,20
Brassicaceae,Camelina,sativa,Camelina_sativa,20
Brassicaceae,Camelina,sativa (L.) CRANTZ,Camelina_sativa (l.) crantz,20
Brassicaceae,Camelinopsis,campylopoda,Camelinopsis_campylopoda,7
Brassicaceae,Campanumoea,lancifolia,Campanumoea_lancifolia,9
Brassicaceae,Campanumoea,parviflora,Campanumoea_parviflora,9
Brassicaceae,Capsella,Capsella rubella,Capsella_capsella rubella,8
Brassicaceae,Capsella,bursa-pasmris,Capsella_bursa-pasmris,16
Brassicaceae,Capsella,bursa-pastoris,Capsella_bursa-pastoris,16
Brassicaceae,Capsella,bursa-pastoris (L.) MEDIK.,Capsella_bursa-pastoris (l.) medik.,16
Brassicaceae,Capsella,grandiflora,Capsella_grandiflora,8
Brassicaceae,Capsella,orientalis,Capsella_orientalis,8
Brassicaceae,Capsella,rubella,Capsella_rubella,8
Brassicaceae,Cardamine,Cardamine amara,Cardamine_cardamine amara,8
Brassicaceae,Cardamine,Cardamine corymbosa,Cardamine_cardamine corymbosa,24
Brassicaceae,Cardamine,Cardamine flexuosa,Cardamine_cardamine flexuosa,16
Brassicaceae,Cardamine,Cardamine heptaphylla,Cardamine_cardamine heptaphylla,24
Brassicaceae,Cardamine,Cardamine hirsuta,Cardamine_cardamine hirsuta,8
Brassicaceae,Cardamine,Cardamine impatiens,Cardamine_cardamine impatiens,8
Brassicaceae,Cardamine,Cardamine raphanifolia,Cardamine_cardamine raphanifolia,23
Brassicaceae,Cardamine,Cardamine trifolia,Cardamine_cardamine trifolia,8
Brassicaceae,Cardamine,X,Cardamine_x,12
Brassicaceae,Cardamine,acris,Cardamine_acris,8
Brassicaceae,Cardamine,africana,Cardamine_africana,8
Brassicaceae,Cardamine,alpina,Cardamine_alpina,8
Brassicaceae,Cardamine,amara,Cardamine_amara,8
Brassicaceae,Cardamine,amara L.,Cardamine_amara l.,8
Brassicaceae,Cardamine,amara subsp. opicii,Cardamine_amara subsp. opicii,8
Brassicaceae,Cardamine,amporitana,Cardamine_amporitana,16
Brassicaceae,Cardamine,amura,Cardamine_amura,8
Brassicaceae,Cardamine,angulata,Cardamine_angulata,20
Brassicaceae,Cardamine,angustata,Cardamine_angustata,64
Brassicaceae,Cardamine,apennina,Cardamine_apennina,8
Brassicaceae,Cardamine,arakiana,Cardamine_arakiana,16
Brassicaceae,Cardamine,arenicola,Cardamine_arenicola,8
Brassicaceae,Cardamine,asarifolia,Cardamine_asarifolia,24
Brassicaceae,Cardamine,barbarioides,Cardamine_barbarioides,16
Brassicaceae,Cardamine,battagliae,Cardamine_battagliae,80
Brassicaceae,Cardamine,bellidifolia,Cardamine_bellidifolia,8
Brassicaceae,Cardamine,bellidifolia subsp. alpina,Cardamine_bellidifolia subsp. alpina,8
Brassicaceae,Cardamine,bilobata,Cardamine_bilobata,24
Brassicaceae,Cardamine,bilobata Kirk,Cardamine_bilobata kirk,24
Brassicaceae,Cardamine,blaisdellii,Cardamine_blaisdellii,14
Brassicaceae,Cardamine,bonariensis,Cardamine_bonariensis,8
Brassicaceae,Cardamine,bulbifera,Cardamine_bulbifera,48
Brassicaceae,Cardamine,bulbifera L.,Cardamine_bulbifera l.,48
Brassicaceae,Cardamine,bulbosa,Cardamine_bulbosa,32
Brassicaceae,Cardamine,californica,Cardamine_californica,16
Brassicaceae,Cardamine,californica var. integrifolia,Cardamine_californica var. integrifolia,16
Brassicaceae,Cardamine,castellana,Cardamine_castellana,8
Brassicaceae,Cardamine,chelidonia,Cardamine_chelidonia,16
Brassicaceae,Cardamine,chenopodiifolia,Cardamine_chenopodiifolia,32
Brassicaceae,Cardamine,concatenata,Cardamine_concatenata,120
Brassicaceae,Cardamine,conferta,Cardamine_conferta,24
Brassicaceae,Cardamine,cordifoia,Cardamine_cordifoia,12
Brassicaceae,Cardamine,cordifolia,Cardamine_cordifolia,12
Brassicaceae,Cardamine,corymbosa,Cardamine_corymbosa,24
Brassicaceae,Cardamine,corymbosa Hook.f.,Cardamine_corymbosa hook.f.,24
Brassicaceae,Cardamine,crassifolia,Cardamine_crassifolia,8
Brassicaceae,Cardamine,curvisiliqua,Cardamine_curvisiliqua,16
Brassicaceae,Cardamine,debilis,Cardamine_debilis,24
Brassicaceae,Cardamine,debilis Banks ex DC. complex,Cardamine_debilis banks ex dc. complex,24
Brassicaceae,Cardamine,dentata,Cardamine_dentata,36
Brassicaceae,Cardamine,digitata,Cardamine_digitata,14
Brassicaceae,Cardamine,diphylla,Cardamine_diphylla,48
Brassicaceae,Cardamine,dissecta,Cardamine_dissecta,56
Brassicaceae,Cardamine,douglassii,Cardamine_douglassii,32
Brassicaceae,Cardamine,enneaphyllos,Cardamine_enneaphyllos,40
Brassicaceae,Cardamine,enneaphyllos L.,Cardamine_enneaphyllos l.,40
Brassicaceae,Cardamine,ennneaphyllos,Cardamine_ennneaphyllos,40
Brassicaceae,Cardamine,flaccida,Cardamine_flaccida,8
Brassicaceae,Cardamine,flexuosa,Cardamine_flexuosa,16
Brassicaceae,Cardamine,flexuosa WITH.,Cardamine_flexuosa with.,16
Brassicaceae,Cardamine,forsteri,Cardamine_forsteri,24
Brassicaceae,Cardamine,gallaecica,Cardamine_gallaecica,24
Brassicaceae,Cardamine,georgiana,Cardamine_georgiana,8
Brassicaceae,Cardamine,geraniifolia,Cardamine_geraniifolia,36
Brassicaceae,Cardamine,glacialis,Cardamine_glacialis,36
Brassicaceae,Cardamine,glandulifera,Cardamine_glandulifera,24
Brassicaceae,Cardamine,glanduligera,Cardamine_glanduligera,24
Brassicaceae,Cardamine,glandulosa,Cardamine_glandulosa,24
Brassicaceae,Cardamine,glandulosa (L.) WALDST. et KIT.,Cardamine_glandulosa (l.) waldst. et kit.,24
Brassicaceae,Cardamine,glauca,Cardamine_glauca,8
Brassicaceae,Cardamine,graeca,Cardamine_graeca,9
Brassicaceae,Cardamine,granulosa,Cardamine_granulosa,8
Brassicaceae,Cardamine,heptaphylla,Cardamine_heptaphylla,24
Brassicaceae,Cardamine,hirsuta,Cardamine_hirsuta,8
Brassicaceae,Cardamine,hirsuta L.,Cardamine_hirsuta l.,8
Brassicaceae,Cardamine,hyperborea,Cardamine_hyperborea,14
Brassicaceae,Cardamine,impatiens,Cardamine_impatiens,8
Brassicaceae,Cardamine,impatiens L.,Cardamine_impatiens l.,8
Brassicaceae,Cardamine,integrifolia,Cardamine_integrifolia,16
Brassicaceae,Cardamine,kitaibelii,Cardamine_kitaibelii,24
Brassicaceae,Cardamine,laciniata,Cardamine_laciniata,128
Brassicaceae,Cardamine,lacustris,Cardamine_lacustris,24
Brassicaceae,Cardamine,lacustris (Garn.-Jones et P.N.Johnson) Heenan,Cardamine_lacustris (garn.-jones et p.n.johnson) heenan,24
Brassicaceae,Cardamine,leucantha,Cardamine_leucantha,8
Brassicaceae,Cardamine,loxostemonoides,Cardamine_loxostemonoides,16
Brassicaceae,Cardamine,luxurians,Cardamine_luxurians,16
Brassicaceae,Cardamine,macrophylla,Cardamine_macrophylla,48
Brassicaceae,Cardamine,majovskii,Cardamine_majovskii,16
Brassicaceae,Cardamine,manshurica,Cardamine_manshurica,8
Brassicaceae,Cardamine,matthiola,Cardamine_matthiola,8
Brassicaceae,Cardamine,matthioli,Cardamine_matthioli,8
Brassicaceae,Cardamine,matthiolii,Cardamine_matthiolii,8
Brassicaceae,Cardamine,matthiolo,Cardamine_matthiolo,8
Brassicaceae,Cardamine,maxima,Cardamine_maxima,104
Brassicaceae,Cardamine,microphylla,Cardamine_microphylla,14
Brassicaceae,Cardamine,monteluccii,Cardamine_monteluccii,8
Brassicaceae,Cardamine,nemorosa,Cardamine_nemorosa,8
Brassicaceae,Cardamine,niigatensis,Cardamine_niigatensis,16
Brassicaceae,Cardamine,nymanii,Cardamine_nymanii,32
Brassicaceae,Cardamine,obliqua,Cardamine_obliqua,36
Brassicaceae,Cardamine,occidentalis,Cardamine_occidentalis,32
Brassicaceae,Cardamine,oigosperma,Cardamine_oigosperma,8
Brassicaceae,Cardamine,oligosperma,Cardamine_oligosperma,8
Brassicaceae,Cardamine,oligosperma var. kamtschatica,Cardamine_oligosperma var. kamtschatica,24
Brassicaceae,Cardamine,opizii,Cardamine_opizii,8
Brassicaceae,Cardamine,palustris,Cardamine_palustris,32
Brassicaceae,Cardamine,parviflora,Cardamine_parviflora,8
Brassicaceae,Cardamine,parviflora var. arenicola,Cardamine_parviflora var. arenicola,8
Brassicaceae,Cardamine,parvilora,Cardamine_parvilora,8
