major_group,family,genus,genus,species,sporophytic,haploid
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_ensiformis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falcata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_falconeri,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_integerrima,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_integerrima,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_integerrima,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_japonica,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_japonica,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_japonica,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_japonica,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_japonica,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_jenkinsiana,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_jenkinsiana,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_jenkinsiana,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_longibracteata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_longilabris,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_longilabris,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_longilabris,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mannii,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mannii,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mannii,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mucronata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mucronata,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mucronata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mucronata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_mucronata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_obcordata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_obcordata,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_obcordata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_obcordata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_pachyrachis,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_pachyrachis,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_pachyrachis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_pachyrachis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_platycaulon,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_platycaulon,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_prainiana,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_prainiana,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_prainiana,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_proudlockii,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_proudlockii,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_proudlockii,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_recurva,,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_santapaui,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_santapaui,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_santapaui,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_tenuis,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_verticillata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_verticillata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_verticillata,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_wightiana,30,15
Angiosperms,Orchidaceae,Oberonia,Oberonia,Oberonia_wightiana,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_druryi,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_druryi,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_druryi,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_fairrieanum,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_spicerianum,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_spicerianum,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_spicerianum,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_spicerianum,30,15
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_victoria-mariae,30,15
Angiosperms,Orchidaceae,Peristylus,Peristylus,Peristylus_fallax,30,15
Angiosperms,Orchidaceae,Peristylus,Peristylus,Peristylus_fallax,30,15
Angiosperms,Orchidaceae,Peristylus,Peristylus,Peristylus_fallax,30,15
Angiosperms,Orchidaceae,Phragmipedium,Phragmipedium,Phragmipedium_schlimii,30,15
Angiosperms,Orchidaceae,Phragmipedium,Phragmipedium,Phragmipedium_schlimii,30,15
Angiosperms,Orchidaceae,Phreatia,Phreatia,Phreatia_micrantha,,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_aestivalis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_aestivalis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_aestivalis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_aestivalis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_aestivalis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_cernua,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_cernua,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_cernua,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_lacera,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_lacera,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_lacera,,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_lacera,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_lacera,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_magnicamporum,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_magnicamporum,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_ochroleuca,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_ochroleuca,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_odorata,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_romanzoffiana,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_sinensis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_spiralis,30,15
Angiosperms,Orchidaceae,Spiranthes,Spiranthes,Spiranthes_vernalis,30,15
Angiosperms,Orchidaceae,Stelis,Stelis,Stelis_argentata,30,15
Angiosperms,Orchidaceae,Stelis,Stelis,Stelis_bicallosa,30,15
Angiosperms,Orchidaceae,Stelis,Stelis,Stelis_rhomboglossa,30,15
Angiosperms,Orchidaceae,Tainia,Tainia,Tainia_bicornis,30+1-3B,15
Angiosperms,Orchidaceae,Thelasis,Thelasis,Thelasis_pygmaea,,15
Angiosperms,Orchidaceae,Thelasis,Thelasis,Thelasis_pygmaea,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_carthagenense,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_carthagenense,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_carthagenense,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_carthagenense,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_jonesianum,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_luridum,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_luridum,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_stramineum,30,15
Angiosperms,Orchidaceae,Trichocentrum,Trichocentrum,Trichocentrum_stramineum,30,15
Angiosperms,Orchidaceae,Tuberolabium,Tuberolabium,Tuberolabium_kotoense,30,15
Angiosperms,Orchidaceae,Tuberolabium,Tuberolabium,Tuberolabium_kotoense,30,15
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_morio,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_papilionacea,32,16
Angiosperms,Orchidaceae,Anacamptis,Anacamptis,Anacamptis_×,32,16
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_formosana,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Bletilla,Bletilla,Bletilla_striata,32,16
Angiosperms,Orchidaceae,Calopogon,Calopogon,Calopogon_tuberosus,32,16
Angiosperms,Orchidaceae,Calypso,Calypso,Calypso_bulbosa,32,16
Angiosperms,Orchidaceae,Calypso,Calypso,Calypso_bulbosa,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_damasonium,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_damasonium,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_damasonium,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_epipactoides,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_epipactoides,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longibracteata,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longibracteata,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,2n = 32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,2n = 32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,2n = 32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,2n = 32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,2n = 32 + 1 (= 33 autosomes),16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32+1,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32+1,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32+1,16
Angiosperms,Orchidaceae,Cephalanthera,Cephalanthera,Cephalanthera_longifolia,32,16
Angiosperms,Orchidaceae,Cyclopogon,Cyclopogon,Cyclopogon_argyrifolius,32,16
Angiosperms,Orchidaceae,Cyclopogon,Cyclopogon,Cyclopogon_congestus,32,16
Angiosperms,Orchidaceae,Cymbidium,Cymbidium,Cymbidium_aloifolium,32,16
Angiosperms,Orchidaceae,Cymbidium,Cymbidium,Cymbidium_aloifolium,32,16
Angiosperms,Orchidaceae,Dendrobium,Dendrobium,Dendrobium_lindleyi,32-35,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_exaltata,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_exaltata,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_exaltata,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_exaltata,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_pulchra,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_pulchra,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_pulchra,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_pulchra,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_pulchra,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_spectabilis,32,16
Angiosperms,Orchidaceae,Eulophia,Eulophia,Eulophia_spectabilis,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_biflora,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_biflora,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_biflora,,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_biflora,32+2B,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_fusca,32+2B,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_fusca,32+2B,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_fusca,32+2B,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_fusca,32+2B,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_fusca,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_recurva,,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_recurva,,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_recurva,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Goodyera,Goodyera,Goodyera_repens,32,16
Angiosperms,Orchidaceae,Liparis,Liparis,Liparis_bistriata,,16
Angiosperms,Orchidaceae,Liparis,Liparis,Liparis_bistriata,32,16
Angiosperms,Orchidaceae,Liparis,Liparis,Liparis_bistriata,32,16
Angiosperms,Orchidaceae,Liparis,Liparis,Liparis_loeselii,32,16
Angiosperms,Orchidaceae,Neottia,Neottia,Neottia_ovata,32,16
Angiosperms,Orchidaceae,Ophrys,Ophrys,Ophrys_papilionacea,32,16
Angiosperms,Orchidaceae,Ornithidium,Ornithidium,Ornithidium_aggregatum,"""32-35""",16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_callosum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_ciliolare,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_ciliolare,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_insigne,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_liemianum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_mastersianum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_primulinum,32,16
Angiosperms,Orchidaceae,Paphiopedilum,Paphiopedilum,Paphiopedilum_primulinum,32,16
