Order,Family,Genus,species,haploid
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-16,26
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-9,24
Hymenoptera,Formicidae,Rhytidoponera,tasmaniensis-1,15
Hymenoptera,Formicidae,Rhytidoponera,tasmaniensis-2,23
Hymenoptera,Formicidae,Rhytidoponera,victoriae,21
Hymenoptera,Formicidae,Sericomyrmex,amabilis,25
Hymenoptera,Formicidae,Solenopsis,aurea,16
Hymenoptera,Formicidae,Solenopsis,fugax,11
Hymenoptera,Formicidae,Solenopsis,geminata,16
Hymenoptera,Formicidae,Solenopsis,invicta,16
Hymenoptera,Formicidae,Solenopsis,molesta,11
Hymenoptera,Formicidae,Solenopsis,richteri,16
Hymenoptera,Formicidae,Solenopsis,saevissima,16
Hymenoptera,Formicidae,Solenopsis,sp.1,19
Hymenoptera,Formicidae,Solenopsis,sp.2,11
Hymenoptera,Formicidae,Solenopsis,xyloni,16
Hymenoptera,Formicidae,Sphinctomyrmex,steinheili,23
Hymenoptera,Formicidae,Stenamma,brevicorne,4
Hymenoptera,Formicidae,Stenamma,westwoodii,20
Hymenoptera,Formicidae,Stigmacros,"sp, ANIC-1",19
Hymenoptera,Formicidae,Stigmacros,"sp, ANIC-3",10
Hymenoptera,Formicidae,Strongylognathus,huberi,14
Hymenoptera,Formicidae,Strumigenys,doriae,11
Hymenoptera,Formicidae,Strumigenys,friedae,12
Hymenoptera,Formicidae,Strumigenys,godeffroyi,21
Hymenoptera,Formicidae,Tapinoma,erraticum,8
Hymenoptera,Formicidae,Tapinoma,indicum,6
Hymenoptera,Formicidae,Tapinoma,melanocephalum,5
Hymenoptera,Formicidae,Tapinoma,nigerrimum,9
Hymenoptera,Formicidae,Tapinoma,sessile,8
Hymenoptera,Formicidae,Tapinoma,simrothi,9
Hymenoptera,Formicidae,Tapinoma,sp.1,5
Hymenoptera,Formicidae,Technomyrmex,albipes,9
Hymenoptera,Formicidae,Technomyrmex,sp.1,15
Hymenoptera,Formicidae,Technomyrmex,sp.2,14
Hymenoptera,Formicidae,Technomyrmex,sp.3,15
Hymenoptera,Formicidae,Technomyrmex,sp2 bicolor,14
Hymenoptera,Formicidae,Temnothorax,affinis,9
Hymenoptera,Formicidae,Temnothorax,ambiguus,11
Hymenoptera,Formicidae,Temnothorax,andrei,10
Hymenoptera,Formicidae,Temnothorax,angustulus,23
Hymenoptera,Formicidae,Temnothorax,c.f. interrupus,12
Hymenoptera,Formicidae,Temnothorax,c.f. lichtensteini,14
Hymenoptera,Formicidae,Temnothorax,congruus,9
Hymenoptera,Formicidae,Temnothorax,corticalis,11
Hymenoptera,Formicidae,Temnothorax,curvispinosus,23
Hymenoptera,Formicidae,Temnothorax,duloticus,24
Hymenoptera,Formicidae,Temnothorax,exilis,11
Hymenoptera,Formicidae,Temnothorax,flavicornis,11
Hymenoptera,Formicidae,Temnothorax,gredosi,17
Hymenoptera,Formicidae,Temnothorax,interruptus,12
Hymenoptera,Formicidae,Temnothorax,kraussei,14
Hymenoptera,Formicidae,Temnothorax,lichtensteini,14
Hymenoptera,Formicidae,Temnothorax,longispinosus,12
Hymenoptera,Formicidae,Temnothorax,melas,13
Hymenoptera,Formicidae,Temnothorax,niger,18
Hymenoptera,Formicidae,Temnothorax,nigriceps,9
Hymenoptera,Formicidae,Temnothorax,nylanderi,11
Hymenoptera,Formicidae,Temnothorax,parvulus,14
Hymenoptera,Formicidae,Temnothorax,rabaudi,9
Hymenoptera,Formicidae,Temnothorax,racovitzai,21
Hymenoptera,Formicidae,Temnothorax,recedens,12
Hymenoptera,Formicidae,Temnothorax,rottenbergii,11
Hymenoptera,Formicidae,Temnothorax,rugatulus,14
Hymenoptera,Formicidae,Temnothorax,schaumii,9
Hymenoptera,Formicidae,Temnothorax,sordidulus,11
Hymenoptera,Formicidae,Temnothorax,specularis,17
Hymenoptera,Formicidae,Temnothorax,spinosior,12
Hymenoptera,Formicidae,Temnothorax,spinosius,16
Hymenoptera,Formicidae,Temnothorax,ssp tuberum group,12
Hymenoptera,Formicidae,Temnothorax,tristis,21
Hymenoptera,Formicidae,Temnothorax,tuberum,9
Hymenoptera,Formicidae,Temnothorax,unifasciatus,9
Hymenoptera,Formicidae,Tetramorium,adelphon,11
Hymenoptera,Formicidae,Tetramorium,brevidentatum,10
Hymenoptera,Formicidae,Tetramorium,caespitum,14
Hymenoptera,Formicidae,Tetramorium,eleates,14
Hymenoptera,Formicidae,Tetramorium,forte,14
Hymenoptera,Formicidae,Tetramorium,guineense,11
Hymenoptera,Formicidae,Tetramorium,kheperra,7
Hymenoptera,Formicidae,Tetramorium,lanuginosum,7
Hymenoptera,Formicidae,Tetramorium,pacificum,11
Hymenoptera,Formicidae,Tetramorium,pnyxis,10
Hymenoptera,Formicidae,Tetramorium,semilaeve,7
Hymenoptera,Formicidae,Tetramorium,seneb,10
Hymenoptera,Formicidae,Tetramorium,simillimum,7
Hymenoptera,Formicidae,Tetramorium,smithi,13
Hymenoptera,Formicidae,Tetramorium,sp.1,10
Hymenoptera,Formicidae,Tetramorium,sp.10,18
Hymenoptera,Formicidae,Tetramorium,sp.11,10
Hymenoptera,Formicidae,Tetramorium,sp.12,12
Hymenoptera,Formicidae,Tetramorium,sp.2,9
Hymenoptera,Formicidae,Tetramorium,sp.3,10
Hymenoptera,Formicidae,Tetramorium,sp.4,9
Hymenoptera,Formicidae,Tetramorium,sp.5,10
Hymenoptera,Formicidae,Tetramorium,sp.6,11
Hymenoptera,Formicidae,Tetramorium,sp.7,9
Hymenoptera,Formicidae,Tetramorium,sp.8,13
Hymenoptera,Formicidae,Tetramorium,sp.9,7
Hymenoptera,Formicidae,Tetramorium,spinosum,13
Hymenoptera,Formicidae,Tetramorium,walshi,7
Hymenoptera,Formicidae,Tetraponera,allaborans,16
Hymenoptera,Formicidae,Tetraponera,sp.1,22
Hymenoptera,Formicidae,Tetraponera,sp.2,21
Hymenoptera,Formicidae,Trachymyrmex,septentrionales,10
Hymenoptera,Formicidae,Trachymyrmex,sp.1,6
Hymenoptera,Formicidae,Trachymyrmex,sp.2,9
Hymenoptera,Formicidae,Typhlomyrmex,meire,10
Hymenoptera,Formicidae,Typhlomyrmex,rogenhoferi,18
Hymenoptera,Formicidae,Vollenhovia,emeryii,18
Hymenoptera,Formicidae,Vollenhovia,"sp, ANIC-3",20
Hymenoptera,Formicidae,Vollenhovia,sp.1,11
Hymenoptera,Formicidae,Vollenhovia,sp.2,25
Hymenoptera,Formicidae,Vollenhovia,sp.3,17
Hymenoptera,Formicidae,Vollenhovia,sp.4,18
Hymenoptera,Halictidae,Agapostemon,virescens,17
Hymenoptera,Halictidae,Augochlora,pura,11
Hymenoptera,Halictidae,Augochlorella,michaelis,16
Hymenoptera,Halictidae,Augochloropsis,sparsilis,8
Hymenoptera,Halictidae,Halictus,aerarius,14
Hymenoptera,Halictidae,Lasioglossum,allodalum,20
Hymenoptera,Halictidae,Lasioglossum,cooleyi,18
Hymenoptera,Halictidae,Lasioglossum,duplex,9
Hymenoptera,Halictidae,Lasioglossum,lineatulus,12
Hymenoptera,Halictidae,Lasioglossum,rhythidophorum,6
Hymenoptera,Halictidae,Lasioglossum,rhytidophorum,6
Hymenoptera,Halictidae,Lasioglossum,taeniolellum,16
Hymenoptera,Halictidae,Lasioglossum,zephyrus,13
Hymenoptera,Halictidae,Nomia,nevadensis angelesia,21
Hymenoptera,Halictidae,Pseudaugochloropsis,graminea,8
Hymenoptera,Halictidae,Pseudoaugochloropsis,graminea,8
Hymenoptera,Ichneumonidae,Aethercerus,discolor,11
Hymenoptera,Ichneumonidae,Aethercerus,dispar,12
Hymenoptera,Ichneumonidae,Aethercerus,nitidus,11
Hymenoptera,Ichneumonidae,Aethercerus,ranini,11
Hymenoptera,Ichneumonidae,Agrothereutes,extrematus,10
Hymenoptera,Ichneumonidae,Aoplus,pulchricornis,13
Hymenoptera,Ichneumonidae,Aptesis,puncticollis,8
Hymenoptera,Ichneumonidae,Baeosemus,dentifer,11
Hymenoptera,Ichneumonidae,Baranisobas,ridibundus,11
Hymenoptera,Ichneumonidae,Chasmias,motatorius,17
Hymenoptera,Ichneumonidae,Coelichneumon,cyaniventris,13
Hymenoptera,Ichneumonidae,Coelichneumon,sugillatorius,13
Hymenoptera,Ichneumonidae,Colpognathus,celerator,11
Hymenoptera,Ichneumonidae,Cratichneumon,viator,14
Hymenoptera,Ichneumonidae,Diadromus,prosopius,11
Hymenoptera,Ichneumonidae,Diadromus,pulchellus,11
Hymenoptera,Ichneumonidae,Diadromus,subtilicornis,11
Hymenoptera,Ichneumonidae,Diadromus,troglodytes,11
Hymenoptera,Ichneumonidae,Diadromus,varicolor,11
Hymenoptera,Ichneumonidae,Dicaelotus,pumilis,11
Hymenoptera,Ichneumonidae,Dicaelotus,sp. nr. Parvulus,11
Hymenoptera,Ichneumonidae,Diphyus,latebricola,12
Hymenoptera,Ichneumonidae,Diphyus,raptorius,12
Hymenoptera,Ichneumonidae,Dirophanes,callopus,9
Hymenoptera,Ichneumonidae,Dirophanes,fulvitarsis,10
