"Order","Family","species","Meioformula","X","hapauto","scs","haploid"
"Coleoptera","Carabidae","Syntomus_foveatus","2n","41M",20,"XO",21
"Coleoptera","Carabidae","Syntomus_obscuroguttatus","2n","33M",16,"XO",17
"Coleoptera","Carabidae","Syrdenus_grayi","2n","40M",19,"XY",20
"Coleoptera","Carabidae","Tachys_parvula","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Taenidia_circumdata","2n","22M",9,"XXXY",12
"Coleoptera","Carabidae","Teraphis_sp.1","2n","30M",14,"XY",15
"Coleoptera","Carabidae","Thalassotrechus_barabarae","2n","22M",10,"XY",11
"Coleoptera","Carabidae","Therates_sp.1","2n","23M",10,"XXY",12
"Coleoptera","Carabidae","Trechus_latus","2n","23M",11,"XO",12
"Coleoptera","Carabidae","Trechus_quadristriatus","2n","23M",11,"XO",12
"Coleoptera","Carabidae","Trichosternus_relictus","2n","55M",27,"XO",28
"Coleoptera","Carabidae","Trichotichnus_luparis","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Triplectrus_haplomus","2n","37M",18,"XO",19
"Coleoptera","Carabidae","Triplectrus_rusticus","2n","24M",11,"NeoXY",12
"Coleoptera","Carabidae","Zabrus_ambiguus","2n","59M",29,"XO",30
"Coleoptera","Carabidae","Zabrus_castroi","2n","59M",29,"XO",30
"Coleoptera","Carabidae","Zabrus_coiffaiti","2n","59M",29,"XO",30
"Coleoptera","Carabidae","Zabrus_consanguineus","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Zabrus_constrictus","2n","49M",24,"XO",25
"Coleoptera","Carabidae","Zabrus_curtus_neglectus","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Zabrus_gravis","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Zabrus_seidlitzi","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Zabrus_seidlitzi_gredosanus","2n","57M",28,"XO",29
"Coleoptera","Carabidae","Zabrus_silphoides_asturiensis","2n","59M",29,"XO",30
"Coleoptera","Carabidae","Zabrus_vasconicus","2n","63M",31,"XO",32
"Coleoptera","Carabidae","Zuphium_olens","2n","30M",14,"XY",15
